ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Well-Being Index
38939,992016,Donatiello I,1.113794593,88.49402967,34152.65453,0.929124183,18.85821672,9.342900525,0.968493506,0.757815977,88.22941458,107.64989595,109.4191124,0.153252476
39020,992016,Andromeda XXIV,0.564023236,54.27455726,16407.41756,0.564005181,9.736162262,4.367305543,0.478662,0.403696853,168.2961353,107.64989595,109.4191124,0.049599768
39028,992016,Pegasus Dwarf Irregular (DDO 216),0.973227688,81.55218131,15440.02315,0.905631716,12.88985928,9.617790704,0.839349245,0.761451544,96.34005753,107.64989595,109.4191124,0.059348443
39052,996004,Andromeda II,0.973456845,90.71095242,39847.36838,1.012291044,15.29783914,11.62930336,0.977810817,0.829132842,62.13807181,107.64989595,109.4191124,0.172967251
39071,1002001,UGCA 92,0.702470838,67.88564408,29174.31674,0.994481139,16.09134445,12.96770648,0.735350223,0.870214281,194.7336933,97.66124913,79.5388075,0.047573954
39074,995006,Pegasus Dwarf Irregular (DDO 216),0.958696124,83.90778168,42834.47647,0.965955354,14.46017831,10.59233362,0.868443029,0.725527672,75.92122357,107.64989595,109.4191124,0.058832829
39136,994009,KKR 25,0.538518442,54.83619473,16256.16703,0.704354734,9.363820934,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.049917121
39140,997002,Triangulum Galaxy (M33),0.83768042,79.41020674,44367.27612,0.934001698,17.03528265,7.886284734,0.854854998,0.754997266,84.36198245,107.64989595,109.4191124,0.050543041
39228,994009,Aquarius II,0.608791422,61.43135329,27404.59995,0.836875082,13.14939837,9.142874786,0.574499985,0.652702701,146.6559668,107.64989595,109.4191124,0.051840489
39260,1001000,Lacerta I (Andromeda XXXI),0.79144997,71.98627249,34956.37481,0.825025406,16.87476143,13.49309807,0.866072125,1.033017415,121.5475922,97.49092115,121.4378742,0.067944769
39305,992016,ESO 274-01[70],0.649224316,58.55427624,13048.79382,0.504964677,6.927798036,3.55418991,0.57122736,0.445931138,193.5307365,107.64989595,109.4191124,0.048203976
39351,1003002,Andromeda XXV,0.889289778,71.09565704,24744.64597,0.719976682,14.21883815,11.74032366,0.817094942,0.769246389,154.6811825,99.42654946,114.7792024,0.054925789
39410,992016,Pisces Dwarf,0.90082455,84.56154028,25491.92478,0.834882618,13.91983742,10.11582888,0.81000097,0.602390209,102.3713752,107.64989595,109.4191124,0.066511018
39441,991020,Andromeda XXIII,0.836757365,74.37623897,17972.52143,0.737346013,13.86722399,6.312983369,0.744811059,0.723988878,136.2579621,107.64989595,109.4191124,0.063595453
39452,999000,HIPASS J1247-77,0.990939351,80.10587128,19876.65697,0.823248962,12.66939116,7.309374994,0.739205161,0.77732354,143.9718622,107.64989595,109.4191124,0.065960202
39476,997002,MB 1 (KK98 21),0.946706918,84.54512012,36030.9973,0.936800872,15.57156126,15.00320392,0.901408288,0.994840578,85.38341595,107.64989595,109.4191124,0.12996648
39519,1003002,Sextans Dwarf Sph,0.645881675,54.69310275,23026.15536,0.739254625,12.76645572,7.427513743,0.605354679,0.561231524,191.6059636,78.09462197,83.42513508,0.043948068
39523,994009,Tucana II,0.950893776,79.62991111,27253.53489,0.558571443,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.075191791
39573,990025,IC 4662 (ESO 102-14),0.8838991,72.64384303,27361.78306,0.818256837,16.41533513,8.559929335,0.885326944,0.803762249,166.5882512,107.64989595,109.4191124,0.056309637
39585,1001000,Large Magellanic Cloud (LMC),0.702311112,68.11152494,14334.42083,0.722255941,9.684950416,10.129150945,0.813372348,0.748034114,132.20436485,104.105278,90.04729374,0.048313947
39592,1001000,Andromeda XXIII,0.889084945,72.8247106,26280.99254,0.815991103,15.81978096,8.408076121,0.805490048,0.759094364,177.1405084,90.95619957,63.7113599,0.063295567
39598,992016,IC 342,0.937353699,79.62548673,32397.26137,0.876435803,14.94876992,12.11143407,0.785946619,0.824450452,105.7879416,107.64989595,109.4191124,0.066493811
39739,998001,IC 3104,0.795765746,59.6230967,29850.09064,0.650602387,9.299724244,5.373538439,0.659801863,0.45683827,182.0913625,107.64989595,109.4191124,0.044290669
39759,1000000,UGC 8651 (DDO 181),0.648187121,58.40268952,26058.34236,0.821124373,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.044996148
39780,998001,IC 1613 (UGC 668),0.660381843,58.64531897,13360.85691,0.590701922,7.954048274,4.858829021,0.374667935,0.312004337,173.2911807,107.64989595,109.4191124,0.045511768
39806,998001,NGC 1569 (UGC 3056),0.541202304,54.65983889,9443.853357,0.66647511,12.80888189,6.432338475,0.539602402,0.643505062,196.8234987,107.64989595,109.4191124,0.047013762
39814,1003002,Andromeda XXVIII,0.965299454,85.82465976,32595.5768,0.895209727,19.76998881,13.43134125,0.945220807,0.970784665,106.3728822,120.3884295,116.4017448,0.09338333
39890,1003002,Perseus I (Andromeda XXXIII),0.887399486,81.43395986,103705.8863,1.209808264,18.35612554,8.93918694,0.953453777,0.726232643,90.20296673,124.2552146,136.8133082,0.05124809
39937,996004,Segue 2,1.02098447,82.43664059,61277.5818,1.034552672,15.07117291,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.087576358
39954,1003002,Hydrus I,1.018345425,82.11954232,15167.10194,0.820046452,13.69816429,14.18357202,0.828907186,0.762555914,82.02037982,118.0639144,116.5702817,0.079828035
40035,991020,UGC 4483,0.746998046,59.21261661,32615.73998,0.552167904,11.20192541,7.762680668,0.523015869,0.541785159,186.8775973,107.64989595,109.4191124,0.05091833
40155,993012,Willman 1,0.958184322,80.9124995,64401.96685,1.044787909,17.04260504,11.12030994,0.975405639,0.726605157,77.68425863,107.64989595,109.4191124,0.059182004
40173,995006,Ursa Major I Dwarf (UMa I dSph),0.95190998,75.90357391,26890.88701,0.918758667,15.59648411,6.915804439,0.812538268,0.648674557,114.6820024,107.64989595,109.4191124,0.060701819
40175,990025,Pictor II,1.039647646,85.93074288,42661.45048,1.067867588,17.98141837,11.74849652,1.023456866,0.943856831,35.71560851,107.64989595,109.4191124,0.168986982
40181,1002001,Andromeda XII,0.997073723,82.79185057,27923.56923,0.845948867,13.36652288,5.727078929,0.7762483,0.748522354,116.7012892,112.641145,111.0405658,0.061613241
40212,999000,Sextans B (UGC 5373),0.716370921,62.24031354,19225.24639,0.513921662,11.7516859,5.780663186,0.570793662,0.502290888,156.5520891,107.64989595,109.4191124,0.065355437
40219,991020,MB 1 (KK98 21),0.893275157,80.87218578,26064.24517,1.002387861,13.89050545,14.21735223,0.893445283,0.74995156,112.7077169,107.64989595,109.4191124,0.131499349
40220,998001,Cassiopeia III (Andromeda XXXII),0.882624777,82.29420383,26268.02704,0.77064633,13.88312207,12.98253955,0.915278316,0.901250415,116.2419121,107.64989595,109.4191124,0.06832327
40238,1000000,Reticulum III,0.608963484,52.44479111,24968.5326,0.529307003,7.805324395,3.727675966,0.468527008,0.394967339,241.4422561,57.11818771,46.21861614,0.045480878
40273,1001000,NGC 55,1.053533772,88.91390441,60393.31148,1.1448391,15.00977306,9.700951214,0.83091649,0.785013463,131.0497877,87.96001771,108.4233917,0.093237933
40284,992016,Andromeda Galaxy (M31),0.791677312,69.15488496,17407.79495,0.65830919,14.66065133,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.048472518
40291,990025,KKs 3,0.761245614,69.99176521,21053.10829,0.687872159,7.53086238,3.887250083,0.529146834,0.377542502,179.8480016,107.64989595,109.4191124,0.053711002
40292,995006,Andromeda X,0.730197191,64.12482779,10858.17928,0.620073289,11.04767786,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.051163179
40317,996004,Large Magellanic Cloud (LMC),0.727336389,61.11044779,16921.40398,0.731106025,9.915121052,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.050472955
40319,996004,Bo̦tes II,1.087478536,85.66444188,23232.14885,0.940117914,17.78438015,11.41018214,0.924630133,0.937027125,97.5770226,107.64989595,109.4191124,0.099380719
40345,1003002,Bo̦tes IV,0.902836724,71.71194563,22907.56984,0.885384497,13.35704416,7.290008211,0.747550531,0.557066951,160.735884,111.5695717,143.877762,0.055909621
40352,997002,NGC 5237,1.063099767,80.92481509,53924.17544,1.070967004,14.70032055,15.59763406,0.813372348,0.748034114,72.63257263,107.64989595,109.4191124,0.126572158
40356,993012,Andromeda XXI[57],0.966359368,84.83654441,26847.54369,0.891205631,14.89457661,11.82443728,0.795924182,0.845112543,130.2439271,107.64989595,109.4191124,0.088260679
40406,993012,Hydra II,0.628872715,57.36277464,25468.70944,0.596864536,9.253221983,7.678041867,0.522940624,0.345258651,190.7604508,107.64989595,109.4191124,0.0502329
40457,992016,MB 1 (KK98 21),0.989582119,82.10895419,23214.55621,0.891893216,16.01866255,12.87210588,0.94061138,0.883541599,99.85219207,107.64989595,109.4191124,0.130472559
40515,991020,Aquarius Dwarf Galaxy (DDO 210),0.702765202,67.29464732,20351.04396,0.676740831,5.449436327,6.706619814,0.567218689,0.417071019,189.0037283,107.64989595,109.4191124,0.049679481
40533,990025,Large Magellanic Cloud (LMC),0.628656923,63.12520024,27109.23431,0.646039466,8.240542719,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.052589771
40593,991020,Andromeda IX,0.997839109,88.49801905,48769.48296,1.079980906,15.90584623,11.44945308,1.005434227,0.788204717,79.82044582,107.64989595,109.4191124,0.152498954
40641,998001,Dwingeloo 1,0.926572258,82.66072793,24316.17711,0.817756356,14.91158382,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.073700273
40647,997002,KKR 25,0.503755203,56.10870212,26745.90041,0.694941991,9.506662357,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.048270352
40716,1000000,Andromeda Galaxy (M31),0.835724498,76.04092396,32554.56599,0.676026146,14.98919547,11.20340227,0.72093835,0.774802552,184.5298379,77.3394611,53.44251577,0.045129832
40824,997002,KKH 12,0.432831034,50.88833636,14958.27441,0.533941412,10.08166303,6.188182131,0.421972386,0.328124338,212.5253732,107.64989595,109.4191124,0.046487721
40867,990025,NGC 4214 (UGC 7278),0.845626336,75.69557981,21323.26252,0.80271524,16.35253045,8.805102,0.751227372,0.731619403,124.8228471,107.64989595,109.4191124,0.049526565
40937,1000000,Dwingeloo 1,0.997305375,84.06805946,22791.66852,0.881487589,16.08592586,10.27375626,0.857716349,0.913183127,119.8990811,107.9271038,116.6939686,0.07309009
41015,999000,UGCA 438 (ESO 407-018),0.908193378,77.76462614,21477.31522,0.673913945,15.53003883,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.071161195
41031,990025,Bo̦tes II,1.057923321,88.83857936,29624.86605,0.953335805,15.54690174,10.93830813,0.816246137,0.678821431,86.43903907,107.64989595,109.4191124,0.097461212
41033,991020,Antlia B,0.578815379,54.23173872,8005.793207,0.437661498,4.438818168,6.686235245,0.283523173,0.463850712,201.6821195,107.64989595,109.4191124,0.046619941
41039,999000,"Small Magellanic Cloud (SMC, NGC 292)",0.92324552,75.7696708,25232.35887,0.856921564,18.61835025,10.10193722,0.871428861,0.657354718,116.771494,107.64989595,109.4191124,0.058862533
41054,999000,IC 4662 (ESO 102-14),0.964163382,78.02433459,18512.1851,0.818453516,15.33088724,9.705762074,0.808987304,0.890535711,137.0194999,107.64989595,109.4191124,0.056178644
41087,997002,KKH 37 (Mai 16),0.937232503,76.29244985,21168.80777,0.706317744,16.15818969,13.79272475,0.774718569,1.06570301,108.5846736,107.64989595,109.4191124,0.094564983
41088,992016,Carina Dwarf (E206-G220),0.800927039,69.66906401,12883.30626,0.618819461,10.19483305,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.051272263
41104,993012,Bo̦tes III,0.954507234,82.20196948,12102.70467,0.736534151,15.1773939,9.009232578,0.746244047,0.718825293,95.66910909,107.64989595,109.4191124,0.061124472
41151,992016,Pisces I,0.675069785,61.20138333,12791.48323,0.518260726,9.788973045,6.755828964,0.508616679,0.516830621,211.3561333,107.64989595,109.4191124,0.051403007
41181,995006,Donatiello I,1.080493232,87.8498425,43313.35412,1.055940931,20.17513606,11.46150406,0.905356576,0.954956143,61.74939544,107.64989595,109.4191124,0.157716928
41248,1002001,Andromeda X,0.801610092,68.02976052,11970.65813,0.406227787,10.33285354,6.797631317,0.63815408,0.567478593,207.7927177,64.307035,24.30778129,0.047112385
41267,991020,NGC 55,0.806038524,77.54171559,36210.03203,1.061932789,9.002812475,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.094027042
41341,992016,Draco II,0.63792058,57.2292301,24610.73604,0.625238839,5.07401198,2.452784628,0.46826167,0.340329229,132.20436485,107.64989595,109.4191124,0.049535736
41378,1000000,IC 3104,0.808005075,69.45353076,27563.63091,0.726206093,8.968845607,6.687603276,0.50010826,0.51292503,190.4391817,54.58173042,60.88955233,0.043681279
41405,995006,ESO 274-01[70],0.788132649,68.16797948,11438.02582,0.588295266,8.142181691,4.971055721,0.520805028,0.336989818,170.0532909,107.64989595,109.4191124,0.04734616
41419,998001,Pegasus Dwarf Sph (And VI),1.021141102,87.3362054,38019.5499,0.900134339,18.68474456,13.70252989,1.017159693,0.90854369,62.55107077,107.64989595,109.4191124,0.133389284
41431,999000,UGC 4879 (VV124)[61],0.877290098,78.61936371,17180.31004,0.701555317,14.34532457,11.57444026,0.767295927,0.798059824,143.1753755,107.64989595,109.4191124,0.069644072
41433,995006,Sagittarius II,0.961582065,78.53378463,13884.12767,0.883929984,15.08701743,12.19105357,0.881769461,0.886515259,69.35734032,107.64989595,109.4191124,0.088676071
41436,996004,Horologium II,0.60216772,57.78605499,36529.78101,0.561988796,5.583837965,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.04789994
41567,997002,Andromeda XXIII,0.836952315,82.06740183,23399.03298,0.832680938,14.25538751,8.644229392,0.797487424,0.721868677,166.9691649,107.64989595,109.4191124,0.065366891
41596,999000,Bo̦tes IV,0.928344742,78.93232682,29860.50632,0.762744712,14.48775439,8.397544836,0.6674198,0.692206076,148.691407,107.64989595,109.4191124,0.057970882
41614,991020,NGC 404,0.840341918,82.19627436,20654.32218,0.784611524,13.68701722,11.29182051,0.887075272,0.804493928,142.4487193,107.64989595,109.4191124,0.071110145
41700,1000000,UGC 8508 (I Zw 060),1.035895292,84.46342602,44412.64238,1.009934138,16.90443819,10.5214869,0.865422623,0.898841586,90.69320342,126.8460625,126.1575213,0.134373367
41721,995006,Andromeda XXVI,0.800547771,74.21164586,23897.7823,0.678586369,11.03831147,8.52251907,0.518989864,0.55813814,169.1735624,107.64989595,109.4191124,0.054106041
41891,996004,UGC 9240 (DDO 190),0.466953729,44.568767,16050.92424,0.558680609,9.6940658,3.904985258,0.457193495,0.474178872,223.6818986,107.64989595,109.4191124,0.04537705
41998,994009,Pisces Dwarf,0.925527477,91.88574516,28040.57499,0.913054435,14.53044966,7.72483008,0.793808472,0.672104096,139.6707465,107.64989595,109.4191124,0.066107496
42061,992016,IC 4662 (ESO 102-14),0.830207848,73.97530869,30122.43821,0.780894692,15.13984268,10.00387168,0.842058194,0.818195189,110.012144,107.64989595,109.4191124,0.056599661
42064,998001,Sculptor Dwarf (E351-G30),1.067234565,88.57338237,52245.89187,1.028905212,17.06132551,14.4392597,1.010888734,1.084092764,80.68133409,107.64989595,109.4191124,0.164574815
42066,1000000,Triangulum II,1.081359738,92.12713306,67258.146,1.100233675,21.25389127,12.06522532,1.15178462,1.01181692,78.95665618,126.2209942,154.221746,0.187389339
42082,1001000,Sagittarius Dwarf Sphr SagDEG,0.973161433,82.4032543,39515.84017,0.877311444,18.04908426,12.19101364,0.981449196,1.046921499,95.74998817,125.0260387,119.2992377,0.073890453
42139,1003002,Sculptor Dwarf (E351-G30),1.147319755,90.07491743,58479.21821,1.045477441,20.67764455,15.12962524,1.041558657,1.042963728,73.05377425,107.0685109,121.3598644,0.169349808
42169,997002,Pisces II,0.854471799,74.55646824,24939.58246,0.802345145,13.9810886,8.879998453,0.845099049,0.609381901,160.9611644,107.64989595,109.4191124,0.057920939
42182,1003002,ESO 274-01[70],0.750699158,70.86387175,27808.78614,0.593830574,10.03371953,6.240408064,0.606688608,0.395049418,222.0157675,54.11705875,48.03872527,0.042310956
42234,997002,KKh 060,0.713083246,61.58804676,20920.08421,0.71667397,15.20693102,7.471732293,0.755607931,0.655512925,141.1103167,107.64989595,109.4191124,0.048996653
42263,998001,Bo̦tes II,1.015543051,90.97085166,39033.06653,0.952378326,15.90253819,11.43450667,0.983227083,0.816865901,91.05913856,107.64989595,109.4191124,0.098886608
42269,991020,Tucana II,0.89000385,84.28072848,19438.57391,0.584964212,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.076249719
42425,995006,Cetus III,0.745998524,64.46209416,22631.96551,0.872392833,13.23091938,6.595031958,0.656317877,0.542683801,177.1309333,107.64989595,109.4191124,0.049196337
42461,992016,KUG 1210+301B (KK98 127),0.659506783,61.3034344,10020.82928,0.667209159,10.4730043,4.7053489,0.614359228,0.53874321,148.4901479,107.64989595,109.4191124,0.052341439
42465,990025,Dwingeloo 2,0.77578997,69.49889681,17755.69709,0.696272727,8.110411805,4.425977362,0.554565899,0.381341715,166.6725842,107.64989595,109.4191124,0.049048378
42505,1003002,KKR 25,0.640549655,63.06323178,14966.78581,0.652117122,11.97991295,8.052569445,0.627578484,0.559289047,196.0971423,72.56343408,64.6143726,0.044021266
42557,997002,NGC 5206,0.546120827,47.3990558,24739.32966,0.723099026,13.20986678,8.744778011,0.585604671,0.784652354,141.423941,107.64989595,109.4191124,0.048197555
42564,999000,KKH 37 (Mai 16),0.886029181,77.67516225,29098.21595,0.763541889,15.53791516,14.18020977,0.900678343,0.838757289,112.3049673,107.64989595,109.4191124,0.094375507
42568,999000,Pictor II,1.014286678,89.06041913,57744.29797,1.083191112,21.37158435,12.13917692,1.040444524,1.050461542,67.39036312,107.64989595,109.4191124,0.184053173
42609,993012,UGCA 86,0.782659343,67.50611588,9120.387503,0.639916824,11.81255367,7.700507137,0.760561173,0.449413301,162.6537206,107.64989595,109.4191124,0.049562135
42614,993012,Sagittarius Dwarf Irregular Galaxy (SagDIG),0.95433434,83.87902305,38579.35496,0.909031805,13.29992216,10.12102313,0.701446097,0.692112359,127.7888811,107.64989595,109.4191124,0.065499006
42630,994009,NGC 247,0.86061483,72.3144842,32948.2856,0.725677034,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.058582155
42733,990025,"Sextans A (92205, DDO 75)",1.026157536,83.92806008,26058.34236,0.821124373,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.112398779
42777,991020,NGC 5237,0.972593483,86.00484614,56510.08648,1.010702915,17.46935923,14.32727475,1.0323871,0.994828456,73.31906001,107.64989595,109.4191124,0.125595042
42787,996004,NGC 3741,1.061241843,87.87941873,51245.40307,1.035935473,20.38611848,16.00814255,0.978960839,1.056128484,35.99181767,107.64989595,109.4191124,0.287337994
42815,1003002,Reticulum III,0.628353377,62.46203177,16330.12398,0.519319253,8.173051671,3.010653959,0.578343839,0.438037763,207.3868989,61.53386234,46.75620938,0.042175596
42824,990025,KKR 03 (KK98 230),0.755472584,66.31273693,26567.29399,0.863641619,14.70032055,14.23738795,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.054709528
42828,996004,IC 4662 (ESO 102-14),0.896777837,77.94924301,24311.82077,0.751276801,15.66807741,12.91798474,0.74543247,0.726888485,146.049961,107.64989595,109.4191124,0.056462161
42940,995006,Eridanus II,0.881462923,79.48464208,22634.82025,0.792400919,14.52692779,10.84887594,0.842873449,0.872644253,128.3614721,107.64989595,109.4191124,0.068421589
42950,1002001,Tucana IV,0.722810305,64.09712941,25398.52574,0.612296425,12.57638318,4.990350032,0.6198421,0.574862716,211.9066299,91.78394184,22.48789509,0.043729048
43045,995006,Andromeda VIII,0.776087911,68.39821611,14037.28535,0.62736367,13.34604463,7.582018793,0.624255447,0.623027943,163.9792947,107.64989595,109.4191124,0.049774578
43069,993012,HIZSS 003,0.990361935,84.81175162,40761.78784,0.939849117,20.36414344,13.16044421,1.132047928,1.087153004,33.34438066,107.64989595,109.4191124,0.164585206
43099,998001,"Leo II Dwarf (Leo B, DDO 93)",0.864499912,75.47194044,26122.35756,0.820215321,15.32363106,6.003980747,0.739787631,0.632041619,152.0472292,107.64989595,109.4191124,0.056929834
43106,990025,MB 1 (KK98 21),0.907866469,84.65163665,31795.09723,1.016530508,12.81057248,13.32692865,0.925033199,0.915893789,96.17612552,107.64989595,109.4191124,0.131137839
43118,992016,Antlia B,0.538043679,54.12345417,14902.20732,0.300907188,5.659851907,4.19612986,0.437836574,0.372406608,170.7033306,107.64989595,109.4191124,0.046533533
43160,1001000,"Leo A (Leo III, DDO 69)",0.808132809,83.58574513,25571.75288,0.793340673,14.73617147,7.475246084,0.809971281,0.571180261,161.0611171,100.4248118,93.54337785,0.050472821
43192,990025,Phoenix Dwarf Galaxy (P 6830),1.125257893,82.21992529,50353.53015,0.950973482,19.15962501,10.88186843,0.843664862,0.902297212,60.65554599,107.64989595,109.4191124,0.170747475
43246,993012,Tucana Dwarf,0.902668288,87.8740191,71730.09575,1.252474234,12.57505314,12.3480185,0.982590157,0.794793064,57.59087619,107.64989595,109.4191124,0.155942145
43259,999000,Reticulum II,0.916321945,72.72238047,39618.91193,0.659834586,14.08920708,14.85696459,0.780800674,0.788257888,153.4245526,107.64989595,109.4191124,0.10697847
43312,991020,Maffei 2,0.962462271,76.81710749,24616.72012,0.524406281,10.90031819,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.052156665
43323,1001000,Cetus III,0.542562454,59.69233721,31802.65506,0.882904685,10.70940957,7.001529465,0.603136421,0.50287768,187.4753359,67.04399372,77.96754126,0.042470407
43352,994009,"Holmberg II (DDO 50, UGC 4305)",0.915078626,81.66510557,127087.9622,1.176683426,16.77928057,8.616906277,0.752719031,0.736654342,82.34928617,107.64989595,109.4191124,0.056296952
43375,1001000,Andromeda X,0.785524811,70.39607863,27959.40085,0.554129842,12.62145375,8.203530497,0.566364304,0.568325855,230.1211452,58.71458012,42.31209023,0.047440943
43388,1002001,DDO 99 (UGC 6817),1.021218122,83.98033734,34768.2112,0.825037087,17.1118771,14.0939531,0.88785854,0.911758342,145.1073604,132.0302161,100.5336074,0.084429628
43584,1000000,Grus I,1.023882325,85.75354004,13067.97258,0.974887327,15.47537951,9.969913489,0.81939659,0.80343331,129.434278,116.4274879,124.7901446,0.078085693
43605,996004,UGCA 15 (DDO 6),0.734814905,73.71640886,30534.73895,0.712634176,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.050954407
43659,995006,NGC 147 (DDO 3),0.660180564,65.57855278,17454.75903,0.655941098,11.29953416,9.39971333,0.55440713,0.552603216,195.2235959,107.64989595,109.4191124,0.049274768
43748,992016,"Holmberg II (DDO 50, UGC 4305)",0.98636154,89.25102979,117939.4818,1.199548726,14.63508986,8.899144579,0.919467566,0.67269797,42.13308852,107.64989595,109.4191124,0.056573157
43753,998001,"Leo A (Leo III, DDO 69)",0.84724702,73.05758057,17954.98436,0.796504825,12.64095676,7.535685207,0.671180472,0.536156844,172.4073161,107.64989595,109.4191124,0.052328516
43819,990025,Andromeda I,0.588206218,62.47345617,12072.37332,0.614855131,8.368088884,5.066478474,0.578664147,0.548010634,166.5975956,107.64989595,109.4191124,0.05320383
43946,1003002,IC 1613 (UGC 668),0.627751953,61.84652222,10082.53388,0.545146809,7.474991023,4.457914895,0.530369602,0.378241388,176.342067,92.57437414,52.85253333,0.041997198
43963,990025,UGC 9240 (DDO 190),0.399340324,43.84172446,14225.01305,0.441655285,9.888072381,4.535848659,0.424887143,0.447250287,193.6373374,107.64989595,109.4191124,0.048530397
43998,998001,UGC 8651 (DDO 181),0.561622298,63.3325508,26058.34236,0.821124373,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.045688887
44030,998001,KKH 11 (ZOAG G135.74-04.53),0.846586112,82.17908345,17276.06461,0.964791985,15.42690349,11.84711029,0.909527072,0.836005278,94.23436313,107.64989595,109.4191124,0.099027883
44175,998001,Pictor II,1.005693354,87.11304899,44766.81131,1.128637591,20.66066993,13.91591649,0.990787801,0.959787381,33.81358648,107.64989595,109.4191124,0.18414095
44274,990025,Pisces IV (Andromeda XIV),0.888785943,76.65661777,15108.46451,0.644680796,15.26116013,11.98014044,0.83518504,0.851236544,152.1554991,107.64989595,109.4191124,0.070800868
44295,996004,UGC 8833,0.648788195,66.42622361,28399.93252,0.828419373,14.70032055,10.129150945,0.813372348,0.748034114,132.20436485,107.64989595,109.4191124,0.050765541
44301,1003002,Antlia B,0.559743337,61.00518402,13521.96777,0.565832491,9.560804448,5.726972001,0.513254637,0.500225112,204.9401669,50.52503308,48.08109905,0.041058404
44334,997002,Phoenix Dwarf Galaxy (P 6830),1.076041589,83.89463511,49576.5093,0.969319386,18.63802008,13.44201429,1.006732731,0.983935071,52.62327801,107.64989595,109.4191124,0.183595867
44364,992016,Sagittarius Dwarf Sphr SagDEG,0.95907666,85.90691119,30895.33217,0.93317329,16.20034207,11.82662446,0.832871757,0.814905755,87.9248233,107.64989595,109.4191124,0.0744311
44477,999000,NGC 2403,0.868121553,88.23704984,35800.31381,0.970920747,18.5336487,16.16228713,0.920049136,1.043380075,79.9703169,107.64989595,109.4191124,0.111584762
44490,991020,UGC 9240 (DDO 190),0.276043604,36.05008166,10297.83448,0.47373238,10.69812088,4.571655617,0.330568071,0.538673831,213.5221234,107.64989595,109.4191124,0.04711233
44540,990025,Sculptor Dwarf (E351-G30),1.087584869,88.97000077,45730.1954,1.029435671,19.71869283,13.60573698,0.968705165,0.994221401,48.04837488,107.64989595,109.4191124,0.164094742
44542,994009,KKh 086,1.056083992,85.96270045,99532.39983,1.289527054,15.9748181,9.812059406,1.005836432,0.650792896,79.35980712,107.64989595,109.4191124,0.058228622
44686,995006,Leo V Dwarf,0.817569786,70.10818315,23572.56496,0.530320495,6.522533434,4.590838492,0.432464485,0.414694037,206.3516712,107.64989595,109.4191124,0.046468281
44793,1002001,Dwingeloo 2,0.660208443,66.70314524,10705.8477,0.711966284,10.2014781,5.874453932,0.593473404,0.45704929,220.9771029,90.6855219,75.56285496,0.04269068
44830,1003002,HIPASS J1247-77,0.965320553,82.20473689,18679.30826,0.716358407,14.32071643,8.985530734,0.857293505,0.65247605,154.3127002,115.3403076,120.9181265,0.063360087
44837,998001,Barnard's Galaxy (NGC 6822),0.756444702,71.35349053,42119.14085,0.996173485,16.17017356,8.766486644,0.749640534,0.78006131,142.9221914,107.64989595,109.4191124,0.051325011
44845,1000000,Ursa Major II Dwarf,1.104376811,92.10053439,50711.08694,1.077311963,23.2594911,14.7533111,1.083769766,1.156470861,36.96896968,121.3135921,140.5741597,0.187022003
44849,992016,"Leo A (Leo III, DDO 69)",0.836040394,76.02030414,11247.89106,0.644610138,7.609664286,4.351612806,0.648387759,0.512257056,120.9308724,107.64989595,109.4191124,0.053533142
44871,996004,Andromeda XII,0.846813351,77.26639012,29073.71233,0.901106659,14.3061059,6.520561383,0.636345948,0.662177689,120.620981,107.64989595,109.4191124,0.061281147
